name,neighbourhood_name,latitude,longitude,room_type,bathrooms,bedrooms,price,last_review_date,review_scores_rating,country,city,insert_date
Piso reformado excelente ubicacion,Betero,"39,47149","-0,3346",Entire home/apt,"2,0","3,0","90,0",2019-08-19,"100,0",España,Valencia,2019-12-31
Nice Room in a Penthouse,La nova esquerra de l'eixample,"41,38353","2,15388",Private room,"1,0","1,0","100,0",2015-03-06,"80,0",España,Barcelona,2021-01-12
Spacious villa for rent with private pool,L'escala,"42,10782265163368","3,141601421913332",Entire home/apt,"4,0","5,0","143,0",2018-08-11,"84,0",España,Girona,2018-10-20
Habitación en Madrid! <<Wifi>>Perfecto para 2!!!,Vista alegre,"40,38349","-3,74807",Private room,"1,0","1,0","31,0",2020-02-22,"95,0",España,Madrid,2020-10-17
HABITACIÓN EN BARRIO DE SALAMANCA,Lista,"40,43442","-3,67562",Private room,"1,0","1,0","40,0",2019-05-05,"80,0",España,Madrid,2019-05-14
Madrid Central flat - Reina Sofía,Palos de moguer,"40,40373","-3,69503",Entire home/apt,"1,0","2,0","65,0",2019-02-25,"91,0",España,Madrid,2019-09-19
Apartamento luminoso,Cuatro caminos,"40,452958542041614","-3,701970768287102",Entire home/apt,"1,0","1,0","55,0",2017-10-31,"96,0",España,Madrid,2018-01-17
iloftmalaga SoHo II,Centro,"36,7152","-4,42381",Entire home/apt,"1,0","2,0","75,0",2020-01-01,"92,0",España,Malaga,2020-05-31
Can Gran Via,El poble sec,"41,373732937770704","2,147654785807498",Private room,"2,0","1,0","35,0",2017-08-22,"100,0",España,Barcelona,2017-11-13
"Flat bonito, nuevo y tranquilo CENTRO",Les tendetes,"39,48535","-0,38751",Entire home/apt,"1,0","3,0","42,0",2019-03-18,"91,0",España,Valencia,2019-03-31
Lujosa  Habitacion De Matrimonio Con WiFi,La nova esquerra de l'eixample,"41,37938","2,14547",Private room,"1,0","1,0","32,0",2020-03-11,"81,0",España,Barcelona,2020-11-06
Villa With Private Pool And Built BBQ,Ciutadella de menorca,"39,97489638341202","3,839562319926857",Entire home/apt,"2,0","3,0","130,0",2018-09-15,"80,0",España,Menorca,2018-11-27
APARTAMENTO-ESPORLES,Palma de mallorca,"39,64776495659569","2,625569388711025",Entire home/apt,"1,0","2,0","67,0",2018-10-30,"84,0",España,Mallorca,2018-11-20
Spacious n´bright room in Madrid Center,Justicia,"40,42565","-3,69974",Private room,"2,0","1,0","50,0",2019-10-17,"90,0",España,Madrid,2019-11-09
Bienvenidos/as a vuestro hogar,San diego,"40,3948800922717","-3,663774025872962",Private room,"1,0","1,0","18,0",2018-11-05,"80,0",España,Madrid,2018-11-07
NEW LUXURIOUS APARTMENT  -  VINE A CASA  2,"Sant pere, santa caterina i la ribera","41,38304","2,18115",Entire home/apt,"2,0","2,0","71,0",2019-03-01,"100,0",España,Barcelona,2019-04-10
Primera línea de playa. Ideal Familias! WIFI!,El perellonet,"39,30363","-0,28995",Entire home/apt,"2,0","4,0","74,0",2018-12-09,"91,0",España,Valencia,2019-02-28
2BDR duplex for 9px in Hortaleza near metro,Pinar del rey,"40,47292","-3,65206",Entire home/apt,"3,0","2,0","90,0",2020-03-08,"88,0",España,Madrid,2020-12-17
MADRID CENTRO/MUSEOS - RETIRO. JUNTO METRO Y AVE.,Pacífico,"40,40513","-3,67984",Entire home/apt,"1,0","2,0","65,0",2018-07-15,"84,0",España,Madrid,2021-01-12
"Charming, comfy & central dbl room",El poble sec,"41,37311315310751","2,1652784622094527",Private room,"1,0","1,0","32,0",2017-12-21,"100,0",España,Barcelona,2018-01-17
San Lorenzo - Holiday home in Malaga,Centro,"36,71596","-4,42377",Entire home/apt,"2,0","2,0","129,0",2017-01-16,"96,0",España,Malaga,2019-03-31
"Relax in a Chic, Modern Apartment near Park Güell",Vallcarca i els penitents,"41,41498444885714","2,144910081873344",Entire home/apt,"1,0","3,0","155,0",2018-06-27,"97,0",España,Barcelona,2018-07-10
"Villa Frasco met zwembad,tennis",Calonge,"41,86007","3,09341",Entire home/apt,"3,0","5,0","200,0",2019-08-17,"75,0",España,Girona,2020-04-30
big  room &Private toilet in plaza mayor,Sol,"40,4144216828161","-3,70721314333378",Private room,"2,0","2,0","49,0",2018-08-22,"100,0",España,Madrid,2018-09-11
"Double Bedroom / Private bathroom, Sagrada Familia",La sagrada família,"41,40682","2,17859",Private room,"2,0","1,0","59,0",2019-11-04,"95,0",España,Barcelona,2019-12-10
Z-VERD BLAU,Roses,"42,24436369701989","3,2009960270975544",Entire home/apt,"4,0","5,0","142,0",2018-06-09,"90,0",España,Girona,2018-11-26
Alzinar holiday villa in Ca'n Picafort with private pool,Santa margalida,"39,76067","3,15073",Entire home/apt,"2,0","2,0","150,0",2019-08-07,"80,0",España,Mallorca,2020-06-25
"Centric Puigcerda, perfect for a break in the snow",Puigcerdà,"42,43526410516678","1,926840077500064",Entire home/apt,"2,0","3,0","80,0",2018-04-01,"96,0",España,Girona,2018-07-31
Villa de lujo con acceso privado a la playa.,Ciutadella de menorca,"40,00068","3,80093",Entire home/apt,"3,0","4,0","150,0",2020-01-28,"87,0",España,Menorca,2020-04-30
Mar Salada Apartments,Alcúdia,"39,83439","3,12053",Hotel room,"1,0","1,0","179,0",2019-09-03,"90,0",España,Mallorca,2020-09-19
Grand studio 34 m2 bord de mer Roses / Santa M.,Roses,"42,26407","3,15472",Entire home/apt,"1,0",nan,"40,0",2020-09-09,"91,0",España,Girona,2020-10-28
Apartamento en Calle Montera,Sol,"40,41842909843505","-3,7030908099001865",Entire home/apt,"1,0","2,0","169,0",2018-11-11,"80,0",España,Madrid,2019-01-14
Casa Bondiel,Begur,"41,9578","3,20678",Entire home/apt,"1,0","2,0","45,0",2019-10-07,"100,0",España,Girona,2020-01-31
Raval's Virreina,El raval,"41,3822198768391","2,1716500980220794",Private room,"1,0","1,0","55,0",2018-09-27,"96,0",España,Barcelona,2018-10-10
"APARTAMENTO LA LORRAINE Diseño, calidad,modernidad",Centro,"36,71600612410992","-4,422523075192211",Shared room,"2,0","1,0","14,0",2018-05-06,"95,0",España,Malaga,2018-08-29
"nice,sunny room directly in the heart of Barcelona",El raval,"41,37793955821097","2,1666983403622067",Private room,"1,0","1,0","28,0",2016-11-14,"86,0",España,Barcelona,2017-04-08
Estudio en Plaza Santo Domingo,Palacio,"40,42092399948137","-3,709205016587058",Entire home/apt,"1,0","0,0","55,0",2018-08-20,"93,0",España,Madrid,2018-09-11
Apartamento cerca de Ifema,Piovera,"40,45665883448246","-3,626350410321869",Entire home/apt,"1,0","1,0","60,0",2017-03-06,"96,0",España,Madrid,2017-04-08
Hab. Privada con 2 camas singles en Gran Vía,Justicia,"40,4201749851276","-3,70014295759372",Private room,"4,0","1,0","25,0",2018-09-03,"96,0",España,Madrid,2018-09-11
"5 STAR CLASSY, MODERN FLAT, GREAT LOCATION, VIEW !",Universidad,"40,42404011357097","-3,711032994281578",Entire home/apt,"3,0","2,0","135,0",2015-06-02,"60,0",España,Madrid,2017-04-08
APARTAMENTO MADRID TITANIA 3,Sol,"40,41987","-3,70373",Entire home/apt,"1,0","1,0","51,0",2020-09-09,"93,0",España,Madrid,2021-01-12
Pedregalejo Apartamento Beach,Este,"36,72243","-4,36746",Entire home/apt,"1,0","1,0","55,0",2020-02-23,"95,0",España,Malaga,2020-10-30
HABITACIÓN DOBLE PRIVADA CON TERRAZA,Vilapicina i la torre llobeta,"41,42949","2,16795",Private room,"1,0","1,0","50,0",2018-09-17,"96,0",España,Barcelona,2020-03-16
functional studio in Lavapies  neighborhood,Embajadores,"40,41109","-3,70232",Entire home/apt,"1,0","1,0","25,0",2020-01-16,"84,0",España,Madrid,2020-02-18
C' an Sampol- Finca en Sóller rodeada de naranjos-,Sóller,"39,77485","2,72606",Entire home/apt,"3,0","5,0","435,0",2018-04-14,"100,0",España,Mallorca,2020-01-29
Habitación individual simple con baño privado,San bartolomé,"37,38576","-5,98679",Private room,"1,0","1,0","23,0",2020-07-12,"100,0",España,Sevilla,2021-01-31
Habitación doble en centro histórico prívate bathr,Feria,"37,39676","-5,99415",Private room,"2,0","1,0","35,0",2020-02-24,"95,0",España,Sevilla,2020-04-30
Chalet-style lovely flat in the Poble Sec,El poble sec,"41,37384246746563","2,161514198077976",Entire home/apt,"1,0","2,0","50,0",2018-01-08,"94,0",España,Barcelona,2018-01-17
Doubleroom near Es Trenc,Campos,"39,40569440247255","3,017391044289659",Private room,"1,0","1,0","60,0",2018-05-15,"100,0",España,Mallorca,2018-10-17
Habitacion en el Park Guell,La salut,"41,41071","2,15139",Private room,"1,0","1,0","37,0",2019-07-14,"70,0",España,Barcelona,2019-10-16
Cozy Room in Barcelona’s heart,El poble sec,"41,37441","2,15596",Private room,"2,0","1,0","33,0",2019-10-01,"100,0",España,Barcelona,2020-05-11
ALCUDIA BEACH -MALLORCA HOLIDAYS,Alcúdia,"39,83375","3,10918",Entire home/apt,"2,0","3,0","58,0",2019-11-02,"97,0",España,Mallorca,2020-03-22
The Blue Room in our Family Luxury Apartment,Les corts,"41,39008284253251","2,138701544683545",Private room,"1,0","1,0","57,0",2017-03-03,"97,0",España,Barcelona,2017-03-06
Casa en Centro Barcelona 4,La nova esquerra de l'eixample,"41,379630880760985","2,1499255952522223",Private room,"1,0","2,0","58,0",2017-04-15,"88,0",España,Barcelona,2017-05-07
OLD TOWN HOUSE WITH PRIVATE POOL - BRAND NEW!,Palma de mallorca,"39,559836897500055","2,6227859627645715",Entire home/apt,"2,0","2,0","99,0",2018-10-16,"92,0",España,Mallorca,2018-10-17
Chic apart. District Salamanca-Retiro-Goya-Alcala,Ibiza,"40,4174145207843","-3,673663497750422",Entire home/apt,"1,0","2,0","65,0",2018-08-12,"90,0",España,Madrid,2018-08-14
Stable 2 Loft,Embajadores,"40,40663","-3,70028",Entire home/apt,"1,0","2,0","100,0",2019-01-19,"93,0",España,Madrid,2019-04-11
Stylish city apartment in Rusafa.,Russafa,"39,46316","-0,3743",Entire home/apt,"1,0","1,0","71,0",2019-11-19,"100,0",España,Valencia,2021-01-19
"Luminoso, confortable - Junto IFEMA y Aeropuerto",Pinar del rey,"40,47266","-3,65492",Entire home/apt,"2,0","3,0","200,0",2020-01-18,"96,0",España,Madrid,2020-02-18
Zona centro atrás de gran via Madrid,Universidad,"40,4266","-3,71058",Private room,"1,0","1,0","37,0",2019-11-09,"91,0",España,Madrid,2019-12-10
Renewed 1BD Ancient Palace- La Latina,Palacio,"40,41341","-3,71356",Entire home/apt,"1,0","1,0","90,0",2020-01-19,"93,0",España,Madrid,2020-04-17
Casa Julia Begur - Holiday Villa,Begur,"41,94729","3,20216",Entire home/apt,"2,0","4,0","99,0",2019-09-30,"93,0",España,Girona,2019-11-30
Eco-Friendly Apartment BARCELONA for 6,La font de la guatlla,"41,37277413390832","2,146546634303942",Entire home/apt,"1,0","3,0","60,0",2017-11-02,"95,0",España,Barcelona,2017-12-09
"327 - AB Central Villarroel - Trendy City Centre Apartment with a Balcony, 15 Minutes from Plaça de Catalunya",Sant antoni,"41,382","2,16162",Entire home/apt,"1,0","2,0","350,0",2019-06-17,"83,0",España,Barcelona,2019-07-10
casa junto al río Guadalquivir 2,Los remedios,"37,37805","-5,99816",Private room,"2,0","1,0","28,0",2019-05-14,"86,0",España,Sevilla,2019-06-29
Estudio en el corazón de Valencia,La xerea,"39,4736","-0,37223",Entire home/apt,"1,0","0,0","35,0",2019-06-30,"96,0",España,Valencia,2019-07-01
Studio Gorbio,Andratx,"39,554881431216565","2,3825232165693304",Entire home/apt,"1,0","0,0","79,0",2018-07-02,"90,0",España,Mallorca,2018-08-21
"AMPLIO, CENTRICO Y NUEVO APARTAMENTO.",Arenal,"37,388622655885634","-5,9989726385105495",Entire home/apt,"2,0","3,0","125,0",2018-08-01,"93,0",España,Sevilla,2018-08-27
Parque Mira Flores - Sevilla Capital,San diego,"37,41236","-5,9675",Private room,"1,0","1,0","26,0",2020-11-02,"91,0",España,Sevilla,2020-11-30
R1- Single room next to the council,Sant francesc,"39,46793","-0,37506",Private room,"2,0","1,0","15,0",2019-07-01,"92,0",España,Valencia,2019-07-31
"D4 Single room, Wifi, comfortable. ONLY GIRLS",Nou moles,"39,47272","-0,40059",Private room,"1,0","1,0","16,0",2019-05-21,"100,0",España,Valencia,2019-09-01
Gran habitación privada en Retiro,Ibiza,"40,4176828454878","-3,6743275264636135",Private room,"1,0","1,0","26,0",2016-11-19,"99,0",España,Madrid,2017-03-06
CAN PEDRO ROS - Chalet for 6 people in S'ILLOT.,Manacor,"39,56368","3,372",Entire home/apt,"2,0","3,0","157,0",2018-10-08,"86,0",España,Mallorca,2019-12-31
Cómoda habitación,Entrevías,"40,37816","-3,66514",Private room,"1,0","1,0","18,0",2019-03-03,"83,0",España,Madrid,2019-03-08
Estel Blanc Adults Only - 15,Ciutadella de menorca,"40,00219","3,79929",Entire home/apt,"1,0","1,0","180,0",2019-10-30,"90,0",España,Menorca,2019-11-30
Estudio para 2 personas zona Arenal,Arenal,"37,38658","-5,99849",Hotel room,"1,0","1,0","70,0",2018-11-12,"80,0",España,Sevilla,2021-02-27
Matrimonio Gay comparte cómoda habitación,El clot,"41,406284583705705","2,184885832122516",Private room,"1,0","1,0","35,0",2018-08-05,"96,0",España,Barcelona,2018-08-14
Calella golfet sobremar,Palafrugell,"41,8833","3,17878",Entire home/apt,"1,0","2,0","44,0",2020-10-23,"93,0",España,Girona,2020-10-28
Room in the heart of the old town (born area),El barri gòtic,"41,38238","2,17465",Private room,"1,0","1,0","110,0",2020-03-08,"88,0",España,Barcelona,2020-06-13
Apartment with Balcony and Sea View,Manacor,"39,53843","3,33112",Hotel room,"1,0","1,0","137,0",2019-11-06,"92,0",España,Mallorca,2020-02-29
PORTMAR 1-apartment with sea views-Llafranc-Costa Brava,Palafrugell,"41,89412196696004","3,1944782323690144",Entire home/apt,"3,0","3,0","65,0",2018-04-02,"80,0",España,Girona,2018-11-26
Cosy Large Room Malasaña,Universidad,"40,42408890630344","-3,702705531026552",Private room,"1,0","1,0","45,0",2018-11-02,"94,0",España,Madrid,2019-02-06
Penthouse with Roof Pool & Stunning Barcelona View,Sant gervasi - galvany,"41,39924","2,14649",Entire home/apt,"3,0","3,0","369,0",2018-03-31,"93,0",España,Barcelona,2019-06-07
Villa Raiguer with pool,Lloseta,"39,72215","2,886",Entire home/apt,"4,0","4,0","415,0",2019-05-22,"80,0",España,Mallorca,2021-02-11
LA LORRAINE huit G,Centro,"36,71551407057952","-4,423248728076683",Shared room,"2,0","1,0","14,0",2018-05-04,"96,0",España,Malaga,2018-05-27
Habitación doble privada cerca del Camp Nou,La maternitat i sant ramon,"41,37726","2,11757",Private room,"1,0","1,0","25,0",2018-12-03,"90,0",España,Barcelona,2019-07-10
Habitacion doble MUY CENTRICA 5min rambla exterior,El poble sec,"41,37325","2,16702",Private room,"1,0","1,0","8,0",2019-02-03,"93,0",España,Barcelona,2019-03-08
Roses.Beautiful villa next to the beach in Alcudia,Alcúdia,"39,81667","3,11451",Entire home/apt,"2,0","4,0","170,0",2018-09-23,"100,0",España,Mallorca,2020-03-22
Preciosa finca rústica en Pollensa,Pollença,"39,8907","3,05385",Entire home/apt,"3,0","5,0","425,0",2017-06-24,"80,0",España,Mallorca,2019-11-28
Balham House / Plaza Mayor,Palacio,"40,41094","-3,71189",Entire home/apt,"2,0","3,0","131,0",2020-03-12,"87,0",España,Madrid,2021-02-09
Petit Son Bauló,Santa margalida,"39,74961","3,14279",Entire home/apt,"2,0","2,0","100,0",2019-01-06,"100,0",España,Mallorca,2019-02-17
BEAUTIFUL FRONT LINE APARTMENT MAGALUF,Calvià,"39,50884","2,5343",Entire home/apt,"1,0","1,0","57,0",2019-09-17,"96,0",España,Mallorca,2019-10-28
Bright room with a balcony in vibrant Lavapies,Embajadores,"40,40871","-3,70075",Private room,"1,0","1,0","35,0",2019-09-08,"100,0",España,Madrid,2019-09-19
En el oasis de la ciudad,El botanic,"39,4779","-0,38605",Entire home/apt,"1,0","2,0","65,0",2019-08-28,"85,0",España,Valencia,2019-09-01
Apto.con vistas a la Puerta del Sol,Sol,"40,41605218231659","-3,704844782423702",Entire home/apt,"1,0","2,0","100,0",2018-01-05,"96,0",España,Madrid,2018-01-17
Bonito Alojamiento con terraza - WIFI gratis (F1),Benicalap,"39,49365","-0,39744",Entire home/apt,"1,0","1,0","47,0",2020-03-25,"94,0",España,Valencia,2020-08-30
"Apartamento ""Fray Isidoro de Sevilla"" (Parking)","León xiii, los naranjos","37,40371","-5,98247",Entire home/apt,"1,0","1,0","56,0",2020-08-24,"90,0",España,Sevilla,2020-12-31
APARTAMENT TURISTIC 32 GRAN VIA CENTRO PUERTA SOL,Universidad,"40,42175945596221","-3,701876078685904",Private room,"1,0","1,0","45,0",2018-09-02,"85,0",España,Madrid,2018-09-11
Уютная комната в Малаге!Cozy room in Malaga Iryna!,Carretera de cadiz,"36,6974","-4,45663",Private room,"1,0","1,0","35,0",2019-06-20,"97,0",España,Malaga,2019-06-30
La casa dels llacs (habitaciones y yurta),Sant feliu de buixalleu,"41,756624520687495","2,5639213894880286",Private room,"3,0","5,0","25,0",2018-09-23,"91,0",España,Girona,2018-10-20
Cozy Double Bedroom,El poble sec,"41,37456","2,15469",Private room,"2,0","1,0","45,0",2019-10-15,"91,0",España,Barcelona,2019-11-09
Letsgo Spacious Eixample Aprtm. + private terrace!,Sant gervasi - galvany,"41,397325295455474","2,152583068033303",Entire home/apt,"1,0","2,0","90,0",2018-10-31,"73,0",España,Barcelona,2018-12-10
Cottage house with great views to the sea&mountain,Manacor,"39,532","3,24847",Entire home/apt,"4,0","4,0","300,0",2018-07-07,"100,0",España,Mallorca,2021-01-16
PRIVATE PARKING FREE. APTO.JUST HISTORICAL  CENTER,"Encarnación, regina","37,39590253845665","-5,994856714001662",Entire home/apt,"1,0","1,0","60,0",2018-09-20,"91,0",España,Sevilla,2018-09-22
apartamento con impresionantes vistas  al mar,Blanes,"41,67488","2,80075",Entire home/apt,"3,0","4,0","120,0",2020-07-30,"98,0",España,Girona,2020-10-28
Muy Tranquilo y a 2 minutos del Centro.,"León xiii, los naranjos","37,40317","-5,98387",Private room,"1,0","1,0","15,0",2018-11-06,"97,0",España,Sevilla,2019-07-29
"MOORE APARTMENT, CALA MAYOR",Palma de mallorca,"39,55165","2,61048",Entire home/apt,"1,0","1,0","44,0",2019-11-16,"80,0",España,Mallorca,2020-02-29
2 bedroom apt with pool 5min on foot from beach,Torroella de montgrí,"42,04895","3,1915",Entire home/apt,"1,0","2,0","45,0",2018-08-25,"90,0",España,Girona,2019-02-19
"Luminoso  Piso en Legazpi, (Matadero )",Chopera,"40,39362","-3,69665",Entire home/apt,"1,0","2,0","60,0",2019-02-20,"91,0",España,Madrid,2019-03-08
"Puerta 7 of Denia 68 in Ruzafa, Valencia!",Russafa,"39,46269","-0,37818",Entire home/apt,"1,0","1,0","60,0",2019-12-27,"97,0",España,Valencia,2019-12-31
Madrid Centro apartamento con Wifi,San diego,"40,39764","-3,66896",Entire home/apt,"1,0","1,0","29,0",2020-02-24,"87,0",España,Madrid,2020-03-17
CHALET CON PISCINA A 200M DE PLAYA,Calvià,"39,52787393886516","2,5403156732034096",Entire home/apt,"2,0","6,0","299,0",2018-08-16,"90,0",España,Mallorca,2018-08-21
"Dover 11, Friendly Rentals",Sant antoni,"41,38126","2,16015",Entire home/apt,"3,0","5,0","127,0",2019-09-29,"89,0",España,Barcelona,2019-10-16
♥ CostaCabana - Casa Domenica ♥ 65 mtr to beach,Lloret de mar,"41,70169","2,85147",Entire home/apt,"2,0","4,0","199,0",2017-07-16,"80,0",España,Girona,2019-07-29
Casa rural.,Selva,"39,7768","2,93485",Entire home/apt,"2,0","3,0","110,0",2020-08-29,"86,0",España,Mallorca,2020-10-21
Bonita casa típica en pueblo tranquilo de montaña,Puigpunyent,"39,62886","2,52957",Entire home/apt,"1,0","2,0","65,0",2019-09-26,"99,0",España,Mallorca,2019-09-28
Cosy Fully Renovated Room - Sagrada Familia,La sagrada família,"41,40438","2,18161",Private room,"1,0","1,0","14,0",2020-04-30,"99,0",España,Barcelona,2021-01-12
La Caseta de Queixans,Fontanals de cerdanya,"42,39389","1,92133",Entire home/apt,"3,0","3,0","250,0",2019-11-17,"96,0",España,Girona,2020-05-28
Geminis...A 7 minutos del centro!!!,Palma de mallorca,"39,578309294941896","2,640253967524962",Shared room,"2,0","1,0","42,0",2018-10-14,"90,0",España,Mallorca,2018-10-17
Apartment 3 RuzafaRooms Valencia,Russafa,"39,45918","-0,3721",Entire home/apt,"1,0","3,0","195,0",2020-03-01,"79,0",España,Valencia,2020-05-31
YH9/2-Suissa|Bright & comfy apartment in Barcelona,El putxet i el farró,"41,40906","2,14003",Entire home/apt,"1,0","1,0","100,0",2018-07-31,"80,0",España,Barcelona,2020-04-16
COSY BEDROOM IN FRIENDLY HOME/ CHAMBRE CONFORTABLE,La trinitat nova,"41,44855","2,1801",Private room,"1,0","1,0","21,0",2020-03-07,"95,0",España,Barcelona,2020-08-24
L,Goya,"40,42829","-3,67472",Entire home/apt,"1,0","2,0","90,0",2018-04-21,"83,0",España,Madrid,2020-02-18
Inmálaga Apartments Constitución 5,Centro,"36,71958","-4,42222",Entire home/apt,"1,0","1,0","55,0",2019-12-26,"93,0",España,Malaga,2020-11-30
SUNNY PENTHOUSE CENTER,San gil,"37,40184","-5,9872",Entire home/apt,"1,0","1,0","200,0",2019-05-12,"94,0",España,Sevilla,2019-11-29
"Estudio-Huertas,Paseo del Prado/AA",Cortes,"40,41317","-3,696",Entire home/apt,"1,0",nan,"41,0",2020-10-25,"87,0",España,Madrid,2021-02-09
Habitación Individual en el centro de Barcelona,La nova esquerra de l'eixample,"41,3826","2,1567",Private room,"2,0","1,0","15,0",2020-02-18,"91,0",España,Barcelona,2020-04-16
Casa unifamiliar con piscina,L'armentera,"42,17325","3,07602",Entire home/apt,"3,0","4,0","190,0",2019-07-27,"91,0",España,Girona,2020-05-28
Double room & private toilet near Sagrada Familia,El guinardó,"41,41463142268769","2,1787696009167297",Private room,"2,0","1,0","29,0",2018-08-12,"99,0",España,Barcelona,2018-08-14
TDM-CENTRO DE TOSSA CON  GRAN TERRAZA-DUPLEX,Tossa de mar,"41,72063","2,92813",Entire home/apt,"2,0","2,0","70,0",2017-04-13,"97,0",España,Girona,2019-12-31
"New Apartments ,3 rooms+kitchen. Centre Lloret",Lloret de mar,"41,70166","2,84733",Entire home/apt,"1,0","3,0","84,0",2019-05-05,"80,0",España,Girona,2019-05-29
021Apartment to rent sea views with terrace quiet area,Llançà,"42,38496","3,15368",Entire home/apt,"1,0","2,0","75,0",2018-08-25,"80,0",España,Girona,2019-02-19
YourHouse Lemontree_Can Antic - villa with pool,Lloseta,"39,70892","2,86949",Entire home/apt,"1,0","3,0","110,0",2019-07-30,"99,0",España,Mallorca,2019-08-31
LARGE SUITE A LOT OF PRIVACY PRIVATE BATHROOM,El raval,"41,37629","2,17297",Private room,"1,0","1,0","60,0",2019-05-23,"90,0",España,Barcelona,2019-06-07
Penthouse with Terrace . Parking  free,Centro,"36,72402927725186","-4,422862251339626",Entire home/apt,"1,0","2,0","90,0",2018-08-31,"93,0",España,Malaga,2018-09-29
Soller Soap Factory - Soller View,Sóller,"39,76671","2,70625",Entire home/apt,"1,0","2,0","135,0",2020-03-15,"98,0",España,Mallorca,2020-09-19
SUNNY PENTHOUSE CENTER,San gil,"37,40184","-5,9872",Entire home/apt,"1,0","1,0","200,0",2019-05-12,"94,0",España,Sevilla,2019-12-31
Central apartment in Madrid,Universidad,"40,42186","-3,70258",Entire home/apt,"1,0","1,0","94,0",2019-11-06,"75,0",España,Madrid,2019-11-09
Apartamento con vistas magníficas en Sa Riera,Begur,"41,973","3,2113",Entire home/apt,"1,0","2,0","106,0",2020-08-22,"100,0",España,Girona,2020-10-28
"Habitación para 2 en apartamento ""La Estación""",Este,"36,72158450315861","-4,362495631835721",Private room,"1,0","1,0","27,0",2017-09-28,"100,0",España,Malaga,2018-07-31
Exclusive villa with infinity pool,Blanes,"41,67792255649827","2,8006338470519845",Entire home/apt,"4,0","4,0","500,0",2018-07-28,"100,0",España,Girona,2018-08-30
"ROOM CENTRIC, PERFECT for CITY VISITORS",El poble sec,"41,37392","2,16837",Private room,"2,0","1,0","24,0",2019-06-01,"98,0",España,Barcelona,2019-07-10
"44329 Finca Es Ciprell bei Felanitx, 44329 Finca Es Ciprell bei Felanitx",Felanitx,"39,44302","3,13995",Entire home/apt,"2,0","3,0","137,0",2018-08-25,"80,0",España,Mallorca,2019-06-27
Cozy room center of Madrid/Habitación privada,Trafalgar,"40,437","-3,6997",Private room,"1,0","1,0","33,0",2019-05-12,"98,0",España,Madrid,2019-06-07
2 BEDROOMS 2 BATHROOMS CENTRE MADRID (SOL),Sol,"40,41761","-3,70645",Entire home/apt,"2,0","2,0","120,0",2019-06-28,"91,0",España,Madrid,2019-08-12
Rooms close to FIBES Congress Palace,"Colores, entreparques","37,39976","-5,92368",Private room,"2,0","2,0","59,0",2019-11-07,"90,0",España,Sevilla,2019-11-29
Seafront luxe with terrace and pool II,Diagonal mar i el front marítim del poblenou,"41,405716513728585","2,2163440239050773",Entire home/apt,"2,0","2,0","200,0",2018-08-08,"97,0",España,Barcelona,2018-11-07
Fantastic loft-house in Soller,Sóller,"39,767203955635246","2,718514351859529",Entire home/apt,"4,0","4,0","200,0",2018-11-09,"99,0",España,Mallorca,2018-11-20
HABITACION PRIVADA HERON CITY,Porta,"41,43106742717214","2,1793436710276364",Private room,"1,0","1,0","20,0",2017-04-25,"90,0",España,Barcelona,2018-01-17
A House On The Heights,Puigpunyent,"39,62351054480437","2,495147195631876",Entire home/apt,"1,0","2,0","100,0",2018-07-13,"91,0",España,Mallorca,2018-08-21
"Rent apartment 110 m2, large terrace, 100m from the beach, air conditioning, parking",Lloret de mar,"41,70083","2,8536",Entire home/apt,"2,0","3,0","90,0",2019-10-27,"91,0",España,Girona,2020-06-29
Sol de Roses,Roses,"42,26393","3,18203",Entire home/apt,"2,0","3,0","127,0",2020-08-29,"87,0",España,Girona,2020-11-28
COZY ROOM NEAR SANTS STATION & WIFI,Sants,"41,3745667358933","2,1314931025120747",Private room,"1,0","1,0","15,0",2018-03-21,"83,0",España,Barcelona,2018-04-12
BEAUTIFUL FLAT-CENTRAL-SUNNY-WIFI PORTATIL,Campanar,"39,47876","-0,39413",Entire home/apt,"2,0","3,0","90,0",2020-02-22,"93,0",España,Valencia,2020-10-24
210 Centric Apartment MACBA,El raval,"41,38289234012012","2,166623512369501",Entire home/apt,"2,0","3,0","339,0",,"100,0",España,Barcelona,2017-08-06
Pretty Room for two in the heart of Barcelona,El raval,"41,384032570380384","2,165050270356073",Private room,"2,0","1,0","37,0",2016-10-31,"82,0",España,Barcelona,2018-04-12
"Habitación doble, céntrica y luminosa",Palacio,"40,41294","-3,71337",Private room,"1,0","1,0","40,0",2018-12-31,"100,0",España,Madrid,2019-06-07
3-BEDROOM NEAR GRACIA WITH TERRACE,L'antiga esquerra de l'eixample,"41,39304106670647","2,149492318575253",Entire home/apt,"2,0","3,0","296,0",2018-07-15,"94,0",España,Barcelona,2018-12-10
Fonda Llabres Hotel Boutique - Deluxe Terrace,Alcúdia,"39,85332","3,12218",Private room,"1,0","1,0","105,0",2020-08-15,"100,0",España,Mallorca,2020-11-08
Kerstin Bruns - Casa Gaviota con las vistas al mar,Tossa de mar,"41,71239","2,90172",Entire home/apt,"2,0","3,0","72,0",2019-08-24,"100,0",España,Girona,2020-06-29
Coqueta habitacion privada playa cabañal,Cabanyal-canyamelar,"39,46949","-0,3266",Private room,"1,0","1,0","23,0",2020-03-11,"92,0",España,Valencia,2020-06-30
