name,neighbourhood_name,latitude,longitude,room_type,bathrooms,bedrooms,price,last_review_date,review_scores_rating,country,city,insert_date
Apartamento grande de 3hab con vistas increíbles B,El port de la selva,"42,32906","3,19851",Entire home/apt,"1,0","3,0","199,0",2019-08-21,"84,0",España,Girona,2019-11-30
Apartamento a 250 m de la playa,Lloret de mar,"41,69734","2,82695",Entire home/apt,"1,0","1,0","78,0",2016-07-29,"80,0",España,Girona,2019-08-31
GR Suites Boutique Catedral - C,Centro,"36,72136","-4,41948",Entire home/apt,"1,0","0,0","100,0",2018-03-29,"100,0",España,Malaga,2020-01-31
Finca-Appartement im Norden Mallorcas,Llubí,"39,70200664999543","3,0608878559116395",Entire home/apt,"1,0","1,0","64,0",2018-09-26,"93,0",España,Mallorca,2018-11-20
Habitación/baño privado (Bernabéu y Hotel Ilunion),Ciudad jardín,"40,44857777982257","-3,674015417162098",Private room,"1,0","1,0","30,0",2018-09-02,"99,0",España,Madrid,2018-10-10
NEW! Modern Loft near the beach,El poblenou,"41,39783","2,19708",Entire home/apt,"1,0","1,0","114,0",2019-07-11,"100,0",España,Barcelona,2019-08-12
Apartamento 1ª línea de playa CBLI,Alcúdia,"39,83317","3,11654",Entire home/apt,"1,0","2,0","64,0",2019-01-02,"92,0",España,Mallorca,2019-10-28
Apartamento Costa Brava/Torroella de Montgrí,Torroella de montgrí,"42,04233","3,12452",Entire home/apt,"1,0","1,0","80,0",2019-06-20,"98,0",España,Girona,2019-08-31
Flat near the beach and center of Tossa de Mar,Tossa de mar,"41,71726","2,93067",Entire home/apt,"1,0","1,0","30,0",2020-03-01,"96,0",España,Girona,2020-05-28
Espectacular casa en Trebalúger (HOEDIC),Es castell,"39,85084","4,28206",Entire home/apt,"5,0","6,0","230,0",2019-08-10,"92,0",España,Menorca,2019-09-01
Design apartment in Madrid's Downtown - 3BD 2BT,Embajadores,"40,4092","-3,70143",Entire home/apt,"2,0","3,0","196,0",2020-03-02,"95,0",España,Madrid,2020-03-17
Apto. tipo LOFT - Bº Gótico - Céntrico y tranquilo,La dreta de l'eixample,"41,38769","2,17204",Entire home/apt,"1,0","1,0","108,0",2020-04-24,"100,0",España,Barcelona,2020-08-24
Centric·Terrace·Hydromas·Quiet and Sunny Apartment,La vila de gràcia,"41,39949","2,15618",Entire home/apt,"1,0","1,0","95,0",2019-12-30,"91,0",España,Barcelona,2020-06-13
Atic Colera,Colera,"42,40415","3,15111",Entire home/apt,"2,0","3,0","115,0",2019-09-11,"98,0",España,Girona,2021-02-27
iloftmalaga Malagueta Urban Beach VII,Centro,"36,71772","-4,41203",Entire home/apt,"1,0","1,0","75,0",2016-11-28,"90,0",España,Malaga,2020-04-30
SUNNY ROOM WITH BALCONY,El raval,"41,37729","2,17225",Private room,"2,0","1,0","30,0",2019-10-25,"93,0",España,Barcelona,2021-02-09
"Single room 20€, 100mts from  Entrevias station",San diego,"40,38228","-3,66543",Private room,"1,0","0,0","20,0",2019-11-26,"60,0",España,Madrid,2019-12-10
Gracia apartment near P Gracia  b,La vila de gràcia,"41,400672645932055","2,157738465492246",Entire home/apt,"1,0","3,0","120,0",2017-07-16,"95,0",España,Barcelona,2017-08-06
Skyline Retiro Park Madrid 19th floor Rascacielos,Niño jesús,"40,41211","-3,67589",Entire home/apt,"2,0","3,0","275,0",2019-07-01,"100,0",España,Madrid,2019-07-10
Modernist flat Downtown Casa Estapé | Barcelona,El fort pienc,"41,39377","2,1795",Entire home/apt,"1,0","1,0","65,0",2019-12-01,"96,0",España,Barcelona,2019-12-10
Beautiful room in a cozy and comfortable apartment,Les corts,"41,387122662481175","2,14203546341328",Private room,"1,0","3,0","65,0",2018-08-25,"96,0",España,Barcelona,2018-12-10
CRISSON,L'escala,"42,10931157734802","3,1602292637777567",Entire home/apt,"2,0","3,0","89,0",2018-04-01,"20,0",España,Girona,2018-09-28
Apartamento con todo lo necesario,Berruguete,"40,455503639545455","-3,7031312066837647",Entire home/apt,"1,0","1,0","40,0",2018-04-25,"95,0",España,Madrid,2018-12-10
101.38_Apartment with one doble bedroom and terrace with sea views,Cadaqués,"42,29039","3,2804",Entire home/apt,"1,0","1,0","72,0",2018-09-23,"100,0",España,Girona,2019-12-31
BUENA COMUNICACION - HABITAC DOBLE,San pascual,"40,44102","-3,65152",Private room,"2,0","1,0","25,0",2018-10-31,"95,0",España,Madrid,2019-08-12
Apartamento Oasis Centro de Sevilla,Museo,"37,3931","-5,99978",Entire home/apt,"1,0","2,0","50,0",2020-01-27,"85,0",España,Sevilla,2020-01-30
"Malasaña Penthouse, 6 p, 75 m2, 5 mns G.Vía",Universidad,"40,42294","-3,70372",Entire home/apt,"1,0","2,0","100,0",2019-03-20,"92,0",España,Madrid,2019-04-11
VERY SPACIOUS HOUSE WITH LARGE TERRACE AND PRIVATE POOL,L'escala,"42,11266","3,15632",Entire home/apt,"2,0","4,0","59,0",2019-09-24,"60,0",España,Girona,2020-04-30
AEROPUERTO MADRID Desayuno +Netflix+HBO,Timón,"40,4753431138222","-3,582533365186704",Entire home/apt,"1,0","2,0","57,0",2018-11-04,"94,0",España,Madrid,2018-11-07
"Mallaui, a whole palace by the sea",Ciutadella de menorca,"39,93457","3,90658",Entire home/apt,"7,0","16,0",nan,2019-07-09,"100,0",España,Menorca,2020-05-31
"Studio, Marqués de Guadiaro",Centro,"36,72341235308795","-4,420511939274967",Entire home/apt,"1,0","0,0","50,0",2018-08-20,"80,0",España,Malaga,2018-10-25
NEW DESIGN APT 200m TO ALAMEDA,San lorenzo,"37,39972484260407","-5,997433496254304",Entire home/apt,"1,0","1,0","59,0",2018-05-26,"97,0",España,Sevilla,2018-08-27
100 meters from the beach. Duplex,Diagonal mar i el front marítim del poblenou,"41,40487275450068","2,2123239707991225",Entire home/apt,"5,0","5,0","100,0",2018-08-24,"91,0",España,Barcelona,2018-10-10
Penthouse on the sea front,Son servera,"39,60397","3,38734",Entire home/apt,"2,0","3,0","100,0",2020-08-25,"100,0",España,Mallorca,2020-12-19
Recently renovated and quiet ap.,La nova esquerra de l'eixample,"41,38433847315781","2,1466509893132195",Entire home/apt,"1,0","2,0","77,0",2017-11-24,"87,0",España,Barcelona,2018-01-17
"Room privada,20 minutos del centro en METRO.(bcn)",Verdun,"41,442726189218575","2,17489730408137",Private room,"1,0","1,0","25,0",2018-07-02,"90,0",España,Barcelona,2018-11-07
Acogedor al lado del retiro,Ibiza,"40,41927","-3,67637",Private room,"1,0","1,0","40,0",2019-12-06,"100,0",España,Madrid,2020-02-18
Loft Palm con vistas a las cuatro torres de Madrid,Valdefuentes,"40,50632","-3,65554",Entire home/apt,"2,0","1,0","80,0",2020-02-15,"97,0",España,Madrid,2020-09-13
Sunny double room,El carmel,"41,42241882726363","2,152964010106",Private room,"1,0","1,0","29,0",2017-03-26,"97,0",España,Barcelona,2017-04-08
Apartament Volca Garrinada,Olot,"42,19162","2,48847",Entire home/apt,"1,0","2,0","57,0",2019-12-01,"92,0",España,Girona,2019-12-31
Luminosa habitación en piso reformado,El fort pienc,"41,39512","2,17648",Private room,"2,0","1,0","19,0",2020-06-10,"100,0",España,Barcelona,2020-06-13
PENHOUSE WITH TERRACE IN CITY CENTER,Embajadores,"40,40874695347696","-3,704090442992342",Entire home/apt,"1,0","0,0","69,0",2018-04-09,"91,0",España,Madrid,2018-04-12
NEW! Great villa with pool and close to the beach,Artà,"39,73274","3,2756",Entire home/apt,"3,0","4,0","316,0",2018-10-14,"83,0",España,Mallorca,2020-10-21
Apt for 6 near Plaza Catalunya MD,L'antiga esquerra de l'eixample,"41,38622241591409","2,160581598288927",Entire home/apt,"1,0","2,0","152,0",2019-01-18,"92,0",España,Barcelona,2019-02-06
Luxury Apartment behind Royal Palace,Palacio,"40,416168105928136","-3,711633711908268",Entire home/apt,"1,0","1,0","100,0",2018-05-27,"98,0",España,Madrid,2018-07-10
Confort Apartment Barcelona-Sants.,Sants,"41,37493722219915","2,132823870519743",Entire home/apt,"1,0","1,0","68,0",2018-03-26,"91,0",España,Barcelona,2018-04-12
Cozy attic near river,Girona,"41,97302","2,83182",Private room,"1,0","2,0","35,0",2020-01-12,"89,0",España,Girona,2020-01-31
Pol62-Rustica,Pollença,"39,91293","3,07773",Entire home/apt,"2,0","3,0","125,0",2017-12-31,"60,0",España,Mallorca,2019-12-31
Apartment in the center of Sevilla,An roque,"37,39078455963267","-5,983343877131706",Entire home/apt,"1,0","1,0","55,0",2018-05-31,"92,0",España,Sevilla,2019-01-29
⭐️CENTRIC MALASAÑA⭐AMAZING DESIGN ⭐EARLY CHECK IN⭐️,Trafalgar,"40,43114","-3,70226",Entire home/apt,"1,0","1,0","59,0",2020-03-16,"96,0",España,Madrid,2020-04-17
Piso entero a 2 min del metro Wifi tv,Palomeras sureste,"40,38747","-3,6423",Entire home/apt,"1,0","2,0","90,0",2018-06-25,"92,0",España,Madrid,2019-03-08
Habitación con cama extensible,Comillas,"40,3936","-3,70749",Private room,"1,0","1,0","30,0",2020-08-31,"80,0",España,Madrid,2020-12-17
PLAZA ELIPTICA Transportation Hub Elevator Suite,Moscardó,"40,38557","-3,71693",Entire home/apt,"1,0","3,0","89,0",2019-10-13,"87,0",España,Madrid,2019-11-09
Beach apartment for 6,La malva-rosa,"39,47782","-0,32599",Entire home/apt,"2,0","3,0","100,0",2019-08-18,"96,0",España,Valencia,2019-09-01
DOUCEUR,Roses,"42,26444","3,15859",Entire home/apt,"1,0","3,0","116,0",2019-08-24,"100,0",España,Girona,2020-06-29
Plaza Catalunya Love 2,La dreta de l'eixample,"41,38683892284667","2,16717082663198",Entire home/apt,"2,0","4,0","350,0",2017-07-16,"86,0",España,Barcelona,2017-08-06
Bright and comfortable apartment in Madrid! 4 PAX,Nueva españa,"40,45924","-3,67438",Entire home/apt,"1,0","1,0","46,0",2020-09-13,"91,0",España,Madrid,2020-09-13
Standard 1 bedroom + 1 bathroom roof,El raval,"41,37516","2,16804",Entire home/apt,"1,0","1,0","99,0",2019-04-17,"87,0",España,Barcelona,2019-06-07
"VILLA .....""LES DAMES""Private Pool",Llucmajor,"39,47932","2,73198",Entire home/apt,"3,0","4,0","375,0",2019-05-13,"93,0",España,Mallorca,2019-05-27
"Habitacion individual con balcòn, en el CENTRO!",Sol,"40,41516","-3,70748",Private room,"1,0","1,0","33,0",2020-03-19,"80,0",España,Madrid,2020-05-14
OPEN LOFT BCN,El parc i la llacuna del poblenou,"41,39516","2,1922",Private room,"2,0","1,0","35,0",2019-08-30,"92,0",España,Barcelona,2019-09-17
"Private Room, Airport/Metro Green & Chic Area!",Alameda de osuna,"40,45566836315088","-3,593038343409896",Private room,"1,0","1,0","23,0",2018-12-21,"99,0",España,Madrid,2019-01-14
Nice single room close to Madrid CC,San diego,"40,38647","-3,66726",Private room,"1,0","1,0","18,0",2016-01-02,"40,0",España,Madrid,2020-08-25
Apartment Edificio Residencial Fanals for 4 persons - 230.8,Castell-platja d'aro,"41,81286","3,06711",Entire home/apt,"1,0","2,0","176,0",2018-05-03,"80,0",España,Girona,2019-11-30
"Sunny & charming 2 beds, España 2",Hostafrancs,"41,37616","2,14118",Entire home/apt,"2,0","2,0","164,0",2020-02-19,"77,0",España,Barcelona,2020-03-16
COLÓN VIP CENTER VALÉNCIA BEACH-1,El pla del remei,"39,46669","-0,3746",Entire home/apt,"1,0","2,0","75,0",2020-10-05,"99,0",España,Valencia,2020-10-24
"Can Barrera, alojamiento rural.",Cornellà del terri,"42,10031","2,78958",Entire home/apt,"5,0","4,0","275,0",2019-03-31,"98,0",España,Girona,2019-04-29
"Irene's Place, Friendly Rentals",La vila de gràcia,"41,4061","2,15668",Entire home/apt,"1,0","2,0","65,0",2019-02-07,"90,0",España,Barcelona,2019-03-08
HERMOSA HABITACION SANTS,La bordeta,"41,37099","2,13469",Private room,"1,0","1,0","35,0",2019-10-13,"92,0",España,Barcelona,2020-12-16
Modern 5 people apartment in Sagrada Familia,El camp de l'arpa del clot,"41,412686022923786","2,177645127202871",Entire home/apt,"1,0","2,0","160,0",2019-01-29,"88,0",España,Barcelona,2019-02-06
Swimming pool & relax Matahacas studio 3,Santa catalina,"37,39396809363991","-5,98535239199517",Entire home/apt,"1,0","0,0","250,0",2018-10-21,"97,0",España,Sevilla,2019-01-29
"Holiday Apartment La Cabanya in Apartment Complex with 2 Bedrooms, Wi-Fi, Balcony, Terrace & Shared Pool; Street Parking Available",Capdepera,"39,65828","3,43811",Entire home/apt,"1,0","2,0","60,0",2019-07-19,"80,0",España,Mallorca,2020-03-22
PRIMERA LINEA DE PLAYA EN LA ALBUFERA,El saler,"39,36492","-0,32102",Entire home/apt,"2,0","3,0","40,0",2019-11-29,"93,0",España,Valencia,2020-10-24
"Cozy apartment near Sol Madrid, walking everywhere",Sol,"40,41526","-3,70333",Entire home/apt,"1,0","2,0","65,0",2019-04-28,"89,0",España,Madrid,2019-07-10
Private Balcony Spacious Double BedRoom (E1-1),Sant antoni,"41,3762","2,15144",Private room,"2,0","1,0","19,0",2019-12-02,"80,0",España,Barcelona,2019-12-10
"Senator, Friendly Rentals",Palacio,"40,4221750136976","-3,710613852804803",Entire home/apt,"1,0","2,0","80,0",2017-07-30,"87,0",España,Madrid,2018-05-14
iloftmalaga Ático Plaza Felix Saenz,Centro,"36,71857","-4,42404",Entire home/apt,"2,0","1,0","95,0",2020-03-10,"93,0",España,Malaga,2020-05-31
GORGEOUS VIEWS IN EIXAMPLE CENTER,La nova esquerra de l'eixample,"41,387051689654086","2,150393825382159",Entire home/apt,"1,0","3,0","60,0",2018-10-10,"84,0",España,Barcelona,2018-11-07
Room & Balcony Málaga center,Centro,"36,71792","-4,42556",Private room,"2,0","1,0","28,0",2019-12-16,"87,0",España,Malaga,2020-10-30
Habitación muy cómoda a 10 minutos del centro,Almendrales,"40,38283814269384","-3,701501165230233",Private room,"1,0","1,0","20,0",2018-04-11,"98,0",España,Madrid,2018-04-12
Apartment  City of Arts,Na rovella,"39,45618","-0,36152",Entire home/apt,"1,0","2,0","38,0",2019-06-05,"96,0",España,Valencia,2019-07-01
Retiro Luxury Penthouse,Jerónimos,"40,407420627098354","-3,683262984440756",Entire home/apt,"2,0","1,0","99,0",2018-02-26,"100,0",España,Madrid,2018-04-12
"532211 Casa Santanyí, 532211 Cas Santanyi",Santanyí,"39,35946","3,13125",Entire home/apt,"3,0","3,0","227,0",2020-08-18,"100,0",España,Mallorca,2021-01-16
Beautiful loft with Spanish patio near the beach.,Cabanyal-canyamelar,"39,46527","-0,32967",Entire home/apt,"2,0","2,0","153,0",2020-03-01,"97,0",España,Valencia,2020-06-30
Комната в престижном районе Барселоны 7,Sant gervasi - galvany,"41,39533","2,14813",Private room,"1,0","1,0","25,0",2019-08-02,"83,0",España,Barcelona,2019-10-16
Dos habitaciones individuales en apartamento.,Favara,"39,45528","-0,39182",Private room,"1,0","2,0","24,0",2019-11-05,"100,0",España,Valencia,2020-01-31
Duplex 3 habitaciones,Lloret de mar,"41,69874","2,83991",Entire home/apt,"2,0","3,0","104,0",2017-09-13,"100,0",España,Girona,2019-11-30
Simple and comfortable room next to Atocha,Embajadores,"40,40822131164483","-3,698427413821783",Private room,"1,0","1,0","24,0",2018-05-12,"92,0",España,Madrid,2018-05-14
"Single room Madrid university area (SLU, ICADE,Etc",Gaztambide,"40,43554","-3,71697",Private room,"2,0","1,0","41,0",2019-06-04,"80,0",España,Madrid,2019-09-19
"Beautiful Sea view POOLSIDE, pool,beach 5min, WiFi",Pals,"41,97951","3,20103",Entire home/apt,"1,0","1,0","80,0",2018-11-04,"84,0",España,Girona,2019-02-19
HOUSE IN CALA MILLOR,Son servera,"39,60517","3,38663",Entire home/apt,"2,0","3,0","60,0",2019-08-22,"98,0",España,Mallorca,2020-04-23
Penthouse close to the Canadell & Llafranc Beaches,Palafrugell,"41,89164","3,19016",Entire home/apt,"2,0","3,0","150,0",2017-08-12,"92,0",España,Girona,2019-05-29
Elegantly decorated modern apartment (8min beach),Carretera de cadiz,"36,70168606043284","-4,440930803955207",Entire home/apt,"1,0","2,0","39,0",2018-11-22,"93,0",España,Malaga,2018-11-27
Single room in Valencia +wifi,L'hort de senabre,"39,45238","-0,3922",Private room,"1,0","1,0","15,0",2020-10-17,"93,0",España,Valencia,2020-12-21
"Villa Ca Na Servera, swimming pool, jacuzzi, wifi.",Campos,"39,39176","3,04535",Entire home/apt,"3,0","4,0","150,0",2019-06-24,"100,0",España,Mallorca,2019-08-31
Atocha  Station Habitación +wc privado+wifi,Pacífico,"40,40531","-3,6819",Private room,"1,0","1,0","49,0",2019-01-27,"100,0",España,Madrid,2019-03-08
[05] doble con terraza,Ses salines,"39,34351","3,06003",Hotel room,"1,0","1,0","158,0",2017-03-19,"100,0",España,Mallorca,2021-01-16
Apartment close to the beach (10 minuts walking),Cabanyal-canyamelar,"39,4676","-0,33225",Entire home/apt,"1,0","2,0","42,0",2019-11-21,"95,0",España,Valencia,2019-11-30
Flat Nuevo.Metro 90 seconds.  (Website hidden by Airbnb) bath,Valdeacederas,"40,46393292866031","-3,6969162992392457",Entire home/apt,"2,0","2,0","90,0",2018-05-27,"90,0",España,Madrid,2018-07-10
PISO DE 130m a 75m DE LA PLAYA,Calonge,"41,84865","3,10906",Entire home/apt,"1,0","3,0","106,0",2017-06-27,"100,0",España,Girona,2019-02-19
Piso 2habitaciones+2 lavabos con jardin i piscina,L'escala,"42,11518","3,15358",Entire home/apt,"3,0","2,0","143,0",2020-08-16,"80,0",España,Girona,2020-10-28
118 - GAVARRES II Nº 2,Pals,"41,98530845365523","3,197067958843989",Entire home/apt,"3,0","4,0","152,0",2018-06-10,"93,0",España,Girona,2018-12-22
"Camera con bagno privato - ""La bianca""",Es mercadal,"40,00553","4,19439",Private room,"1,0","1,0","55,0",2018-09-22,"98,0",España,Menorca,2019-02-24
Madrid stay old town ,Universidad,"40,424819658921","-3,707494563815527",Private room,"1,0","2,0","49,0",2015-08-25,"86,0",España,Madrid,2017-04-08
Cathedral View in Born,"Sant pere, santa caterina i la ribera","41,38555","2,17847",Entire home/apt,"1,0","2,0","60,0",2019-12-19,"92,0",España,Barcelona,2020-02-16
Pequeño estudio en el triangulo del arte,Embajadores,"40,411208728275874","-3,698718845825472",Entire home/apt,"1,0","0,0","72,0",2018-10-22,"67,0",España,Madrid,2018-11-07
Very pretty apartment in the center of the city.,San lorenzo,"37,3998","-5,99813",Entire home/apt,"1,0","1,0","52,0",2020-08-07,"91,0",España,Sevilla,2020-11-30
Comfort on La Rambla - Tallers,El raval,"41,38382669119903","2,170651578692357",Entire home/apt,"3,0","4,0","400,0",2017-11-26,"95,0",España,Barcelona,2017-12-09
Appartement haut de gamme,Castelló d'empúries,"42,24684","3,127",Entire home/apt,"1,0","1,0","150,0",2020-02-13,"90,0",España,Girona,2020-05-28
Nice appartment in front of a beach,Ciutadella de menorca,"39,99955","3,79833",Entire home/apt,"1,0","1,0","55,0",2020-03-05,"95,0",España,Menorca,2020-06-30
Habitació Sarrià,Les corts,"41,39094","2,13505",Private room,"2,0","1,0","50,0",2019-08-18,"60,0",España,Barcelona,2020-01-10
"Buhardilla Loft ,centro historico,terraza,wifi",El pilar,"39,47413","-0,38218",Entire home/apt,"1,0","1,0","49,0",2019-05-21,"91,0",España,Valencia,2019-05-31
Charming Villa with pool in the center of Mallorca,Sa pobla,"39,77225","3,00903",Entire home/apt,"3,0","4,0","180,0",2019-10-31,"100,0",España,Mallorca,2019-11-28
L'illa Charming 1BR Flat w/Terrace,Les corts,"41,39150175806909","2,1402468386411453",Entire home/apt,"1,0","1,0","88,0",2017-06-17,"100,0",España,Barcelona,2017-07-06
Nuevo apart Milla Oro Salamanca,Castellana,"40,42938","-3,68654",Entire home/apt,"1,0","2,0","85,0",2019-07-15,"98,0",España,Madrid,2019-09-19
Lovely & bright apartment in the heart of Banyoles,Banyoles,"42,11703","2,76614",Entire home/apt,"2,0","2,0","69,0",2019-10-27,"100,0",España,Girona,2019-10-30
Grande chambre en plein coeur de Barcelone  Gracia,El camp d'en grassot i gràcia nova,"41,4079633457334","2,1620446168197507",Private room,"1,0","1,0","48,0",2017-08-10,"97,0",España,Barcelona,2017-12-09
Habitación individual Moncloa/Argüelles (Madrid),Argüelles,"40,43181","-3,71959",Private room,"1,0","0,0","30,0",2020-03-08,"93,0",España,Madrid,2020-04-17
Gran Vía II,Universidad,"40,42256915885263","-3,706863670133385",Entire home/apt,"2,0","3,0","102,0",2018-05-21,"100,0",España,Madrid,2018-09-11
Traumfinca Mallorca in Santanyi für bis 10Pers (4),Santanyí,"39,34497","3,11425",Private room,"1,0","1,0","89,0",2019-09-24,"100,0",España,Mallorca,2020-06-25
Bright room w/private chill-out and amazing views,Sant antoni,"41,37841134884116","2,1604745949008146",Private room,"1,0","1,0","54,0",2018-04-05,"98,0",España,Barcelona,2018-04-12
Sitito Pozos Dulces Apartment,Centro,"36,72244092387588","-4,423035752934646",Entire home/apt,"1,0","1,0","60,0",2018-12-09,"100,0",España,Malaga,2019-01-30
Artist hoMe inspiration Terrace 2B,Sant antoni,"41,37560175363155","2,1624462524876265",Entire home/apt,"1,0","2,0","165,0",2016-06-20,"90,0",España,Barcelona,2019-02-06
Villa Son Morro,Muro,"39,73634","3,07391",Entire home/apt,"3,0","3,0","118,0",2019-11-02,"100,0",España,Mallorca,2020-03-22
Apartamento 2 hab dobles 10 min santa catalina,Palma de mallorca,"39,57714","2,64318",Entire home/apt,"1,0","2,0","80,0",2020-03-09,"98,0",España,Mallorca,2020-10-21
Apartamento INTERIOR Eslava 4,San lorenzo,"37,39824","-5,99636",Entire home/apt,"1,0","1,0","75,0",2018-08-05,"100,0",España,Sevilla,2020-10-29
Apartment near the beach!!! withTerrace),Cabanyal-canyamelar,"39,46438","-0,33129",Entire home/apt,"1,0","2,0","65,0",2019-12-02,"89,0",España,Valencia,2019-12-31
#2 Fantastic big room in a hot spot,Mont-olivet,"39,4599","-0,36816",Private room,"1,0","1,0","12,0",2021-02-19,"98,0",España,Valencia,2021-02-20
"Cozy house, heart of Empordà, 8 pax","Cruïlles, monells i sant sadurní de l'heura","41,97576","2,99783",Entire home/apt,"4,0","4,0","200,0",2019-10-06,"96,0",España,Girona,2019-10-30
Cómoda y luminosa habitación centrica,Berruguete,"40,46254","-3,70691",Private room,"2,0","1,0","20,0",2019-11-25,"99,0",España,Madrid,2020-01-10
SA CALETA,Manacor,"39,46553","3,28088",Entire home/apt,"1,0","1,0","69,0",2020-08-21,"98,0",España,Mallorca,2020-12-19
Piso zona universitaria bien comunicado con centro,Ciutat jardi,"39,46999","-0,34843",Entire home/apt,"1,0","3,0","38,0",2019-07-07,"88,0",España,Valencia,2019-12-31
SUNNY HOME    100M TO THE BEACH . WIFI.,Palma de mallorca,"39,5188","2,74781",Entire home/apt,"1,0","2,0","75,0",2020-02-18,"85,0",España,Mallorca,2020-04-23
1 BDR Close to the beach and train&bus station,Cruz de humilladero,"36,70501","-4,4657",Private room,"1,0","1,0","17,0",2019-08-24,"73,0",España,Malaga,2019-09-01
Apartamento alegre en La Latina (centro Madrid),Embajadores,"40,410537801916085","-3,708885821588132",Entire home/apt,"1,0","1,0","85,0",2018-07-08,"97,0",España,Madrid,2018-12-10
Apartamento entero,Embajadores,"40,40927697465708","-3,698808510184108",Private room,"1,0","1,0","65,0",2018-11-04,"96,0",España,Madrid,2018-11-07
"Apartment next to the Central Bus and Train Station, with A / C and Wifi.",Cruz de humilladero,"36,71189","-4,43671",Entire home/apt,"1,0","1,0","60,0",2020-02-23,"100,0",España,Malaga,2020-12-30
"EXECUTIVO , apartamento moderno y centrico.",La nova esquerra de l'eixample,"41,38338","2,15221",Entire home/apt,"2,0","2,0","65,0",2018-11-01,"100,0",España,Barcelona,2019-05-14
Happy family !!!,El besòs i el maresme,"41,41571613286241","2,215724720383838",Private room,"1,0","1,0","38,0",2017-08-17,"89,0",España,Barcelona,2017-09-12
Good Vibes Estudio DeLuxe Trinidad 1,Centro,"36,72329","-4,42667",Entire home/apt,"1,0","0,0","38,0",2020-03-20,"96,0",España,Malaga,2020-06-30
Barcelona Modern Diagonal 1,El fort pienc,"41,40060113610885","2,177764960957456",Entire home/apt,"1,0","1,0","100,0",2018-09-15,"81,0",España,Barcelona,2018-10-10
Apartamento acogedor con parking.,Girona,"41,96579","2,81451",Entire home/apt,"1,0","2,0","55,0",2017-08-28,"96,0",España,Girona,2019-08-31
El Refugio de los Embajadores a 5 min de Lavapiés,Embajadores,"40,4067","-3,70404",Entire home/apt,"1,0","1,0","40,0",2020-02-17,"64,0",España,Madrid,2020-04-17
Beach&Barcelona I,La barceloneta,"41,38024172373344","2,189266500278668",Entire home/apt,"1,0","2,0","98,0",2018-12-13,"88,0",España,Barcelona,2019-01-14
"S'Escaleta, cosy country house",Sineu,"39,64044","3,00966",Entire home/apt,"3,0","3,0","90,0",2019-01-03,"98,0",España,Mallorca,2019-03-25
Big room in MODERNIST FLAT !! Borne,"Sant pere, santa caterina i la ribera","41,38901","2,17896",Private room,"2,0","1,0","70,0",2018-10-27,"87,0",España,Barcelona,2019-03-08
Lovely room in the heart of Barcelona :),La dreta de l'eixample,"41,38705257826816","2,166446753271297",Private room,"1,0","1,0","55,0",2017-10-23,"97,0",España,Barcelona,2017-11-13
Soller Plaza Accessible room,Sóller,"39,76587","2,71352",Private room,"1,0","1,0","120,0",2019-11-14,"100,0",España,Mallorca,2019-12-31
Quiet room in Sants,Sants,"41,37438","2,14056",Private room,"1,0","1,0","30,0",2019-11-02,"98,0",España,Barcelona,2019-11-09
Sunny & comfy double room 3 min from the beach,La barceloneta,"41,37864","2,19115",Private room,"1,0","1,0","40,0",2019-08-19,"100,0",España,Barcelona,2020-03-16
Ático coqueto en centro,Embajadores,"40,4104087948316","-3,6986384121460993",Entire home/apt,"1,0","2,0","60,0",2018-06-29,"94,0",España,Madrid,2018-07-10
COMO EN CASA,San cristobal,"40,34414","-3,68559",Private room,"1,0","1,0","17,0",2019-12-12,"95,0",España,Madrid,2020-07-17
1. Great Terrace in middle town,El camp d'en grassot i gràcia nova,"41,40239507826814","2,1661234962233222",Private room,"1,0","1,0","53,0",2017-04-18,"89,0",España,Barcelona,2017-05-07
Sueño de habitación,Este,"36,71888","-4,35644",Private room,"2,0","1,0","20,0",2019-08-13,"80,0",España,Malaga,2019-09-01
Terraza en el corazón de Lavapiés,Embajadores,"40,40991","-3,69841",Entire home/apt,"1,0","1,0","79,0",2018-12-30,"100,0",España,Madrid,2019-03-08
Nice house with pool and tennis court. Beach 9km.,Llucmajor,"39,47213","2,87055",Entire home/apt,"2,0","3,0","65,0",2020-08-07,"95,0",España,Mallorca,2020-11-08
Habitación en la playa de Barcelona,El poblenou,"41,39916598631056","2,20652704145232",Private room,"1,0","1,0","40,0",2018-08-31,"93,0",España,Barcelona,2019-02-06
Santa Ana Plaza - MADFlats Collection,Cortes,"40,41431","-3,70095",Entire home/apt,"1,0","1,0","99,0",2019-07-19,"100,0",España,Madrid,2019-09-19
Casa Ray,Portazgo,"40,38963960795046","-3,646574666697884",Private room,"1,0","1,0","15,0",2018-04-30,"86,0",España,Madrid,2018-05-14
Habitacion Chalet Compartido El Toro,Calvià,"39,48152","2,47911",Private room,"2,0","1,0","80,0",2018-08-26,"100,0",España,Mallorca,2019-04-24
Ca Na Menga,Sóller,"39,75682","2,7103",Entire home/apt,"2,0","4,0","245,0",2017-06-02,"80,0",España,Mallorca,2019-09-28
Entire place city centre,La barceloneta,"41,381026889115375","2,186758740086717",Entire home/apt,"1,0","1,0","150,0",2017-09-08,"90,0",España,Barcelona,2017-09-12
Estancia privada rodeada de Naturaleza,Sant genís dels agudells,"41,42703","2,1352",Entire home/apt,"1,0","1,0","30,0",2020-01-19,"100,0",España,Barcelona,2020-02-16
